Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,reg
VULAS,CVE-2016-8738,https://github.com/apache/struts,554b9dddb0fbd1e581ef577dd62a7c22955ad0f6,apache,struts,a245226b7f1fa2a2cd94508b132f0220989c1e5b,899b4a6025137127e8c682db67369333562314ab,7bb1ea25e0948b67a47d19dfca89b1f6cf2f4f45,FOUND
VULAS,CVE-2016-8744,https://github.com/apache/brooklyn-server,3ae4a4d156341a53e54a2fe07192f46b15763d06,apache,brooklyn-server,9f8a3aae0714aceeb72dee99bb09f3b1001de92a,26a9382a6dec6d89fb360306e20f52cca2b17013,6e7857638002e37b64554d162e6feba2d7e273b4,FOUND
VULAS,CVE-2017-12616,https://github.com/apache/tomcat,07dc0ea2745f0afab6415f22b16a29f1c6de5727,apache,tomcat,f098807674b942f27216db7debae18854115b207,5bf2a8504f5965410e82242667b71f54912fe766,163c0ad70540e59b75fc922d6fd19eacc7febd3e,FOUND
VULAS,CVE-2017-15691,https://github.com/apache/uima-uimaj,39909bf21fd694f4fb792d1de8adc72562ead25e,apache,uima-uimaj,6fb3c8532a28709246c4b74d373aef6bbe871527,7fa2acf880412b83307e594a80a5ef0a4c1fee2f,41a9e7197aec8d89c0ce18dee8a03eef5a68cb2b,FOUND
VULAS,CVE-2017-15717,https://github.com/apache/sling-org-apache-sling-xss,ec6764d165abc4df8cffd8439761bb2228887db9,apache,sling-org-apache-sling-xss,11011d55eb929415b781c1bd79a11bb8d0f599e8,dc8a22bfa06a6e1ae2794f87c74b9325ee7abb07,d07bb42dba0d5fbbf09ddae883b51af3c4c7b2ae,FOUND
VULAS,CVE-2017-5645,https://github.com/apache/logging-log4j2,5dcc19215827db29c993d0305ee2b0d8dd05939d,apache,logging-log4j2,5aff929bb44e63c0dbf0cdc7cfb5d5fbd50660ef,2ddd7e1552dfe428b7d2e09079fbfd2ce190876b,0067066157412a00621fdb87ff853ba91809ce18,FOUND
VULAS,CVE-2017-5653,https://github.com/apache/cxf,fade9b81dabe27f864ca38e7b40f28fb44d6f165,apache,cxf,d3b88b5f4090b75273697d8ba7c79e281aba305e,a79bb058aaf71e85dcb5c90e7b2f6e4ab8e63cba,8077aaa7e2968f53978b7deb3f9582c0279d3901,FOUND
VULAS,CVE-2017-7661,https://github.com/apache/cxf-fediz,acdbe8c213576792dd95d87315bcc181ea61b57f,apache,cxf-fediz,c6aa62c1e20627c1d6d40f90d6a3a828b73883f7,8c82d44b1a78342373e2f72c1f1062ced8a60b21,30ecf64071422bec66f0d2db1c9779a62d50f4bc,FOUND
VULAS,CVE-2017-7662,https://github.com/apache/cxf-fediz,c68e4820816c19241568f4a8fe8600bffb0243cd,apache,cxf-fediz,02df115e99a02dde43079e4fac10ed9d0d5ec69c,3f5689d9bf4a418f8423ac10fe1650ca9b97bff9,33bd68164efbcad0199e950d8c4da0f9cc01d5aa,FOUND
VULAS,CVE-2017-7672,https://github.com/apache/struts,931df54ab379bf4eb5a625bf05066b8563c3737b,apache,struts,eb71d8869648fdd6418d10f4fc07ef83f9180792,ee5575d0c6b24b7109b6977542bfcc0fac8f85d3,a64da53d5770c5404ee5eb390b826f5733171f5f,FOUND
VULAS,CVE-2018-11758,https://github.com/apache/cayenne,6fc896b65ed871be33dcf453cde924bf73cf83db,apache,cayenne,0b1f5af0f4b4349a8266c97d6423f44058101b65,1d0138c21402bc2b75b5f027693d50fa66e0c1d7,32cff99a5142cb8e30c921a4e75f53e446b885d9,FOUND
VULAS,CVE-2018-11761,https://github.com/apache/tika,4e67928412ad56333d400f3728ecdb59d07d9d63,apache,tika,705b79ccb6c0ad0f92a3a185bf7e66cacf899931,af2aabb03cd876b9eaf04cf0496290a979b70e19,7736aaa0402fedaa82027019b64876df7d3dccd1,FOUND
VULAS,CVE-2018-11762,https://github.com/apache/tika,a09d853dbed712f644e274b497cce254f3189d57,apache,tika,525889a4f928d1d448c6aaf6b1ddc19081e07404,c0fb57d9d20e8eb7cb77bce8742e4566a18f5db8,60d0f6d8493ee86272a613aae4e562592441e880,FOUND
VULAS,CVE-2018-11771,https://github.com/apache/commons-compress,a41ce6892cb0590b2e658704434ac0dbcb6834c8,apache,commons-compress,64ed6dde03afbef6715fdfdeab5fc04be6192899,42216000561c9b19bc258e337738ac125e5e6a06,12d9048c6c09ab622f389c2550d0668dc7ad26dc,FOUND
VULAS,CVE-2018-11775,https://github.com/apache/activemq,bde7097fb8173cf871827df7811b3865679b963d,apache,activemq,2373aa1320dec90a60d69001adcb0ce856d61d10,86ec0553c564dd31fc2007d9d1ab7acb05ae634b,08aecbee6e9754e696f3bdf64634263dc73cb5c5,FOUND
VULAS,CVE-2018-11784,https://github.com/apache/tomcat,efb860b3ff8ebcf606199b8d0d432f76898040da,apache,tomcat,94155efccd19fc3338433c63cfa5430e2d1ae00a,56897bec89c3dc62e2e27752c0c48fe075fd6a07,632e68c830312d12eb5292fe15599f4f21ac70b5,FOUND
VULAS,CVE-2018-11786,https://github.com/apache/karaf,24fb477ea886e8f294dedbad98d2a2c4cb2a44f9,apache,karaf,540adc3e5fca1f22a05791366f52fe3308d20a35,3172b7c83f2986a4fca1533ca2782dd862d69bed,8fbcb873f467157d529b92393b8a6b6b0e1284a4,FOUND
VULAS,CVE-2018-11799,https://github.com/apache/oozie,d50df341432df1049c6c85bf2dcda9eb0be04d73,apache,oozie,a74e4bd1b2f16730d7ab6e2470ac27c666536178,4dae2ff0f404c597edc4594b1e8c4fe8f731fbca,2f5d07f99fc6c400747c34ff5d64cddc9e4ef340,FOUND
VULAS,CVE-2018-1304,https://github.com/apache/tomcat,723ea6a5bc5e7bc49e5ef84273c3b3c164a6a4fd,apache,tomcat,a8b0e84dc703025f7d1b3ae4ed554a3c589feed4,2915fb29b68b8d84bd971bfd8627d07a1b57199b,8a90014ce061ff0a1460cc13d9a9fccbbb9085f8,FOUND
VULAS,CVE-2018-1306,https://github.com/apache/portals-pluto,89f6a59a740d0a8318640ca6015e9a381c5c6b50,apache,portals-pluto,13a67911ead04ccbb80a492d567c5a2878fa8a8f,6ab443ce7ea720f1cf5a8abf5a0874cd41403d06,918435a7c33b05921d5febc3ebf72eaa556811ef,FOUND
VULAS,CVE-2018-1309,https://github.com/apache/nifi,28067a29fd13cdf8e21b440fc65c6dd67872522f,apache,nifi,a3edd34db031d5d5efc83a90e99368a1dfd20a4f,75906226a6f265acc7d87414ff477a5b0646b6d8,be0949570a66f672e128ac97c936df546c7d2521,FOUND
VULAS,CVE-2018-1320,https://github.com/apache/thrift,d973409661f820d80d72c0034d06a12348c8705e,apache,thrift,9e0c9272140ea91ea4b3f042d207acbbaa15c093,a46438e11d506433ec7c995ad7d11003ca7d87de,26549566bc502dece76ad596126b219dc5c8991c,FOUND
VULAS,CVE-2018-1324,https://github.com/apache/commons-compress,2a2f1dc48e22a34ddb72321a4db211da91aa933b,apache,commons-compress,dcb0486fb4cb2b6592c04d6ec2edbd3f690df5f2,43930410d6c159a09c48939b431d404b913d54bb,3bf5ef1b921375ae7639b521b05898df42226920,FOUND
VULAS,CVE-2018-1327,https://github.com/apache/struts,67ecf3a21608e20449bcb7895b22204b400fecd4,apache,struts,4260bee634cb606be6071bce2383fddb510608aa,c83598687dd8876bf7e37297667bd1dcb82ba73b,2b9201a81ac82ae5ba852541f5022f676b1694a6,FOUND
VULAS,CVE-2018-1336,https://github.com/apache/tomcat,92cd494555598e99dd691712e8ee426a2f9c2e93,apache,tomcat,c6e1958637dddc04ef3367d1f0ba233fe45747fe,c9edf4695b3faca894f877a3ccd6ecd05a1ef626,a2d1441ae1649aba56032facaf4ea24713d66aea,FOUND
VULAS,CVE-2018-17187,https://github.com/apache/qpid-proton-j,0cb8ca03cec42120dcfc434561592d89a89a805e,apache,qpid-proton-j,31f5fc97bbf60a73ba913b7dc16851cf7e2a150b,0ebf1d40e49ac95915c47ffc7901e29febb4c739,eb63824fd9eb6d3b516ae68065bf05c222b49d95,FOUND
VULAS,CVE-2018-17192,https://github.com/apache/nifi,dbf259508c2b8e176d8cb837177aaadbf44f0670,apache,nifi,275b8cbf231f2c41aa2d79d69d8abf6dbaabd278,b004f1f94c5857e89d4410153f43dc0000709ff5,cd90b1d3e1b623556f17106c637b60eb1eaa37f0,FOUND
VULAS,CVE-2018-17193,https://github.com/apache/nifi,e62aa0252dfcf34dff0c3a9c51265b1d0f9dfc9f,apache,nifi,9742dd2fac42d4afb8b1e009535ed50c02373493,5b409d6facd92d288f87c0b379f9cb8b8cafb631,d18c98ce780447b2059872a45a0200f578587d4e,FOUND
VULAS,CVE-2018-17194,https://github.com/apache/nifi,748cf745628dab20b7e71f12b5dcfe6ed0bbf134,apache,nifi,0dd382370bf139e0f8c1b22761e4aa306943dd77,62333c9e0ae77854761cf019a65f54ccedc7af6b,1149bc61cb3390210be4566dafba80564c4ab8d9,FOUND
VULAS,CVE-2018-17195,https://github.com/apache/nifi,246c090526143943557b15868db6e8fe3fb30cf6,apache,nifi,c6572f042bf1637f6faaa2b2ffe4a56e297c6d1a,8f942fcdcc63c5468c6a927010bf4b8377e7d9fc,53725b5c7291b4800e98ba84e01f13ea11943676,FOUND
VULAS,CVE-2018-17197,https://github.com/apache/tika,0c49c851979163334ea05cbebdd11ff87feba62d,apache,tika,33d960c24dd9f7e97cd11f18295cfd347cfdb1d4,b899ed2084da5e55e6f6f67f9ed6320942e4fd6d,ef2cf1c9e1bcf596def63e21efd0a5170902b0e2,FOUND
VULAS,CVE-2018-8014,https://github.com/apache/tomcat,d83a76732e6804739b81d8b2056365307637b42d,apache,tomcat,6513dbd4a1751fdabfba97c97a60f7086ebb3082,729d7a2362d6e4f0f3a4f8c74998dfeb3de34e99,25cde82ef7ea0ff5679ff7fa01ce4c86394fc385,FOUND
VULAS,CVE-2018-8030,https://github.com/apache/qpid-broker-j,025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,apache,qpid-broker-j,560d4a3b3a51deb4cb79303976cd87a16b8e0997,8c042756b5a20634483ac72010f50a451b124371,f913932786d6f4de15cbeef7891bb14fb2fcdc8d,FOUND
VULAS,CVE-2018-8032,https://github.com/apache/axis1-java,e7ce8a92bc02be54da102efb64c99aeee21a2106,apache,axis1-java,beeaefaf0be6fdfac60faac0a851e51f348fd210,3e6d5a6377a38ed98ee2daef07266e31fce7527e,70b94cddb7af9d0d2702f82172d5ae020d13902f,FOUND
VULAS,CVE-2018-8034,https://github.com/apache/tomcat,2835bb4e030c1c741ed0847bb3b9c3822e4fbc8a,apache,tomcat,43e1c5d08f8eaf25bc5d7e706c4c52688d36b021,80154c4de9787edb442020fc90c2f8fa0dd8a370,98f529207e6e9b68f76ada2c55289cf545119062,FOUND
VULAS,CVE-2018-8037,https://github.com/apache/tomcat,ed4b9d791f9470e4c3de691dd0153a9ce431701b,apache,tomcat,332877b4a6bc1d6fff287bc380111db28cea3030,cc2f8dbe78df1558eada2df63b5e8b90f51b9358,b68bbb818913215b76f0951ff1669f601ba44b11,FOUND
VULAS,CVE-2018-8038,https://github.com/apache/cxf-fediz,b6ed9865d0614332fa419fe4b6d0fe81bc2e660d,apache,cxf-fediz,84b4d31adc6feaa1d2659f87edd1a2b5a88e9fef,cb4a0995995126397c66a832eda972bb728b6592,947f73d11423de0d365cfa632695b3b83bd53f84,FOUND
VULAS,GEODE-4270,https://github.com/apache/geode,80ad2d70435fb255a8a2d08c8866fbb30a7bedd3,apache,geode,6011e094432c2e528d1c04912d63a7f51fa7c6f4,72e9cbe4e28d20b87befe3ba700d0f54040e4c69,1246f4faedc38715977244e10fa06fa1962d6288,FOUND
VULAS,S2-043,https://github.com/apache/struts,ba0563183b128dcef88b469f46e528a12e0179e7,apache,struts,b348fc552c3265707181db4a42a41abc72b98488,aef1c6aaf67430b0cadd9b30e529d6ddf6f633df,3cd48592dd787ee2b3600700bf7ba77c4741050f,FOUND
VULAS,ZEPPELIN-2769,https://github.com/apache/zeppelin,709c5a70a8f37277c9eea0a1c0c9195b5eb21a74,apache,zeppelin,3a57fc2933eef0bcbec1679f06acc3c659d62dff,a70b301c1d810719e7a64f9b7fbb612804313562,be7ace1f5e84c7a5989b4d5882cbf759de34112d,FOUND
VULAS-M,AMQ-5751,https://github.com/apache/activemq,886e2d4d97555e2f10276616389a5d1f915bad18,apache,activemq,eaf5c12151552e01c7de31bdcc8b96d8cbd3a1c6,3582300af6497a182dc1b48cbb8186964e1771fb,5ece545b7995a10095dda70fb8ed125f8462b19a,FOUND
VULAS-M,COLLECTIONS-580,https://github.com/apache/commons-collections,3eee44cf63b1ebb0da6925e98b3dcc6ef1e4d610,apache,commons-collections,be67139289c7167ed393537543b29041f88ca086,3c81ef8c393b09fdbc6f284d68ea686fc76c6080,cc4a7e8a16c9303b525e30e8daa8b469e598c443,FOUND
VULAS-M,CVE-2008-5518,https://github.com/apache/geronimo,67dda0760bb0925ead201ddd5d809ff53686d63f,apache,geronimo,f1bcbf2bd88a88b4bca589cde452ed7b9732377d,17f7d87765b77d0b0de23165490e26e7265bdbb9,8d439d804844b0ab0e2e196746b3f721989fc480,FOUND
VULAS-M,CVE-2009-2693,https://github.com/apache/tomcat,3e1010b1a2f648581fac3d68afbf18f2979f6bf6,apache,tomcat,bb09002e33c817791185285d492a092a3c568117,e05fcd128a55379e21739fcb0c6e4efb3c7f1e44,3cd8b6e7c8432b4718430f79b47d89084bc502ce,FOUND
VULAS-M,CVE-2009-3555,https://github.com/apache/tomcat,30af3f5630542a2340781f66553e734a6fd69701,apache,tomcat,760f24921fe95d05586b43586ca19e4585d8b7f5,a8f8d04566997c60a520fde126b4718847c6767f,06cd319e157a80acfc1cb301a6e9d922791abfbd,FOUND
VULAS-M,CVE-2010-0684,https://github.com/apache/activemq,2895197d0dad246757d8d1d9eea181cbf0543ae9,apache,activemq,d71eefc0bfcb382158e37e168f6b08b92fe5ed98,ed6a4c706760992d361c58ad4215e1f82266a06f,cb9f176752c48db2ce32014fc71f2cfcfc729666,FOUND
VULAS-M,CVE-2010-1632,https://github.com/apache/axis2-java,dbb2a3d37baf651f34b3bb064badb0e2c377f46b,apache,axis2-java,05dafb98d69f86fa1d6d3044c4f6ca271550f817,f7e4970b93b85f829dd6abff3c1a80a00ee1ce67,ad1c189a7713f62c11f4f55dbb018b9897b03aee,FOUND
VULAS-M,CVE-2010-2227,https://github.com/apache/tomcat,4e97b367a97a356d2f8bb9986875e20d0807d32c,apache,tomcat,80d79eb118ec9d4c97c5387a3274824fd6311b2a,bb09002e33c817791185285d492a092a3c568117,3b6b1a53f417d09896ca3b7da2e8686f22027505,FOUND
VULAS-M,CVE-2010-3718,https://github.com/apache/tomcat,a697f7b52c4e3aea0c6763b33d413b54a518e883,apache,tomcat,2c4536c874fc86d2fe021e9fdaa3b167754b88eb,4eb13707282b00d64766bb7da0c1ddf3e92fee41,5c87bbbe4c74ef484fcb911524c4a3ff7669aa06,FOUND
VULAS-M,CVE-2010-4476,https://github.com/apache/tomcat,407841c426dc52a4c6b8ccd297df6c484a540056,apache,tomcat,008447095ce8c3a8f713093d5e618f3f06f94ea8,a1e4c86aacbd416224022dcbb359c7a292245b55,5419cb8d7792a2fd8657c88d3480262b65bbed8b,FOUND
VULAS-M,CVE-2011-0013,https://github.com/apache/tomcat,58223c5ecc0751c3642c810f291b8f033d33b97f,apache,tomcat,657b3f752fe4af82db73dc4e8a9cf8fd6ee8c068,b5fc37046692a37f6e93f533e9a5c6941c271df9,b80eb09cedf66537e1cc9c06c5d8c8308ddac493,FOUND
VULAS-M,CVE-2011-1088,https://github.com/apache/tomcat,3e5b0455483eed55752047073e92403bfca8d3ec,apache,tomcat,4e33387a401deb40d1f6bb8689767d5ff58b0c86,1c1fbb50477c2d522185ba035bb404aacbcb6597,66e4eb5eb7d929e847ac8400a9c90e9a61f67115,FOUND
VULAS-M,CVE-2011-1184,https://github.com/apache/tomcat,639e20992a66d7a42fb59c974db91c8a0f730a1e,apache,tomcat,9d4a4d89de340ff79c036a37864470eca9a734bb,1a530ab36d2a1a06f1fd0ae0bd905518e7754e13,b95c323a798f91e597f226df37a5e823a92c1544,FOUND
VULAS-M,CVE-2011-1475,https://github.com/apache/tomcat,fd8a579e0e2379a84826b11700adf396e4ed2041,apache,tomcat,de8402d9fa8f1cc63d0c5fab65f1261bacbb30dc,b8703cb230b222d41cff4999ed186916c13862af,a761cdc13b7e84f88486c0b5c5bc5b495b7eb7fb,FOUND
VULAS-M,CVE-2011-2204,https://github.com/apache/tomcat,763a56b45999653ce648a18462b8a826809215b1,apache,tomcat,83c0aea60f331eb632dcea8e9919d234903e06d1,a327c9283bee39060245a5e786f5290ae03e4c02,30565dd5a67537e94fc232cc9869f67e885b5451,FOUND
VULAS-M,CVE-2011-2481,https://github.com/apache/tomcat,81bb49ad58fc7b1177a86ba82abf0271d07ceeb7,apache,tomcat,20b6c666e2b7fb552bc8f8b446bb5d65fa594f93,0cf9b74e40614407f9bab2906cd218639236753a,c94953af1cf48c0f4d9f63241d07e81e885efcf5,FOUND
VULAS-M,CVE-2011-2526,https://github.com/apache/tomcat55,e67f6882118f2a8285e4e8acd050dad64a3ef3e4,apache,tomcat55,1669cb24ff2c825ce0e1a7ad1ad18b19e202bbda,66351c66129d7761f538141d1079c552d8f3e994,cdfacdbc80819b175ce97b70e92eebcd29939d38,FOUND
VULAS-M,CVE-2011-3190,https://github.com/apache/tomcat,a2538ce78f83b7376c48d12d8247600079d789b1,apache,tomcat,3513acc544ae5f1ba22ee8c70eb1fcc9180b439c,a46c36adc3dcbfd35d45be6363b4b3b3c1be8065,ad82c2da57e437cd8c5ce6cfb664d033697e70c6,FOUND
VULAS-M,CVE-2011-5062,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,apache,tomcat55,9fb8531aa4c40b1f79371c4f42453075f36c02d0,0299cb724ea71f304d54adfcdb950f59b01fb421,8cdc3345f034a5f073e9c9db52e42f1be7d838ee,FOUND
VULAS-M,CVE-2012-0022,https://github.com/apache/tomcat55,b05497eff4311a9657de6dfc53511d0309eb9db4,apache,tomcat55,9bc34aaf471717dde9996806c57f17197d772197,787e192312e53f23a8f39a6e9e558ff7a8c6990d,9d1aaa8ad8926276d6bb0dfd5066b2b1b01ba5e6,FOUND
VULAS-M,CVE-2012-0391,https://github.com/apache/struts,b4265d369dc29d57a9f2846a85b26598e83f3892,apache,struts,481ef2feaf80bfe9f59ea176dfeb505a5be59428,632dec1c333c4a0f7a210111689d738df3122b58,0123f99445f3fdfe605ea9d0150790eaeea43428,FOUND
VULAS-M,CVE-2012-2098,https://github.com/apache/commons-compress,8f702469cbf4c451b6dea349290bc4af0f6f76c7,apache,commons-compress,bbb461e01f3cc687fd6c3dab71ac215df588d1cc,c19973704608d524361bcf52bb8eab5765489e55,46ad24db76c6f65480736006c2da8b8e5bf8ee25,FOUND
VULAS-M,CVE-2012-5633,https://github.com/apache/cxf,1a6b532d53a7b98018871982049e4b0c80dc837c,apache,cxf,d479c1b40f1f5d39d018cf808ebbdf7331c8f816,f72a85faa6d049e26c90d5cb45933c53042765ad,60cd112194ccc870c4e9d2210c4db5c66f71b7e4,FOUND
VULAS-M,CVE-2013-1768,https://github.com/apache/openjpa,7f14c7df6b7c7ef42f0671138b9b5dd062fe99aa,apache,openjpa,5c1421cf09d4628064510e6b29c485a749b5f574,60ccac0e2201b023fa6194523ab733ea12ee1172,7bc09297f88bee8e07851a09a9181b13503b97f4,FOUND
VULAS-M,CVE-2013-2115,https://github.com/apache/struts,d934c6e7430b7b98e43a0a085a2304bd31a75c3d,apache,struts,eb2a9eb8ff95a124a3e4d585dff3b889d710e685,5d68b267b5d089c8ce22e044edc7aaf532d93f02,ade5c99a072b19350c6cd1e7b1c79ffa031cdfa5,FOUND
VULAS-M,CVE-2013-2134,https://github.com/apache/struts,711cf0201cdd319a38cf29238913312355db29ba,apache,struts,66d71be669f08fe47f89875ecef969d9995316bc,2021cfa43d5807c698137ff7d099dfa7483a42c6,83d3cf2df4295aeaf4140613829ba6b6b6074e45,FOUND
VULAS-M,CVE-2013-2248,https://github.com/apache/struts,630e1ba065a8215c4e9ac03bfb09be9d655c2b6e,apache,struts,4e3b0d9e9d86cc116441ca53670983fcf983cc18,2886a30917e30e0da223d8d600d2ed0ce6a40d51,aebdad9f6cc50abba8555beb2e1604991a53d302,FOUND
VULAS-M,CVE-2013-4286,https://github.com/apache/tomcat,bcce3e4997a4ed06fe03e2517443f3ad8ade2dfa,apache,tomcat,7960a66affb955dcdb49a3d78d646cdf7a98eb52,3d2bf979bd62796604bbee23c26a94abf7d72868,2e69cba55c87af27882999d1197e02a66d94845e,FOUND
VULAS-M,CVE-2013-4322,https://github.com/apache/tomcat,d6a9898125f34e593de426e8c7dabb0f224fc00f,apache,tomcat,d0f94a5bb7eb4cb74c7c7c936c67d557baef4055,712ea59aec348cfb4a4d7f96498b14b9f147458c,4694deb95cf703ced54c7f40b588b26b93ad62da,FOUND
VULAS-M,CVE-2013-4590,https://github.com/apache/tomcat,05c84ff8304a69a30b251f207a7b93c2c882564d,apache,tomcat,70dc3b279f7c99136c2c51bce8812508b4893c8b,d9f2e03b9dfbcb230e85f2d63d11ead92102bc31,615fa6ff035dbaed892f0af9095d26683860fa53,FOUND
VULAS-M,CVE-2014-0075,https://github.com/apache/tomcat,f646a5acd5e32d6f5a2d9bf1d94ca66b65477675,apache,tomcat,e8cc1e6ef11a779313ab467a8410feabfdb4d8bf,553eb18995b5f8d005699293fcc06a88ee19fbf6,862c7b162f3f9d6837595d1182311fc38e712d4b,FOUND
VULAS-M,CVE-2014-0096,https://github.com/apache/tomcat,970c23bfd24dfa1dcb86ed917e6c8b47dcfb4433,apache,tomcat,03d1f33ee8f7e6b2fb7aa86edd7a43f3a240aa42,7d6ddda53d43a7a9711399b0b3fd1e7a30a3fea9,ebf661c8400d475e07bc90505a09b2fca7d255a2,FOUND
VULAS-M,CVE-2014-0099,https://github.com/apache/tomcat,fffd63a3bd3a5475379b7c074820a5463b7663b3,apache,tomcat,313ba522851a32e798d94c7250e1ec80a1d30a22,f4e663c41a5020f9c0eba3cf34f23e421b419ba6,c5ef6282a6134d598ddca6398397aa8acc49fdac,FOUND
VULAS-M,CVE-2014-0119,https://github.com/apache/tomcat,ce70ee6b8fe437a498a375215011056702b0c481,apache,tomcat,804fec853b560598d83b50686575bfedcf43d04a,0ab34a7a74b743b974de7450de0690cff89a0584,9b3f6e6aa7d5c532f7b5b3392f4499c333b00564,FOUND
VULAS-M,CVE-2014-0227,https://github.com/apache/tomcat,593a2447e6ebe465585cfa07e93b5635dffa1c70,apache,tomcat,a733f7f1daa9d8234e5efc958ead6f7c5a70960e,4d311a0c3df1272f480fe4e3c61a862f305742fc,4c8954bc1f5a719055a6e679a7dfeb5d7f0467ef,FOUND
VULAS-M,CVE-2014-0230,https://github.com/apache/tomcat,e28dd578fad90a6d5726ec34f3245c9f99d909a5,apache,tomcat,c8c7e8d528749ff2968f069e19d19cb0dde07214,440b8acc6286ec0a15df2d09593fda658485b154,c64de20dddcb176d3fd7b6da3700f1a59b16c010,FOUND
VULAS-M,CVE-2015-1830,https://github.com/apache/activemq,729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7,apache,activemq,a37b43cca82f108a8e3f5c2803a9b50911a60979,c17129154d660d9b39efcd3be0e9d6a9105712eb,9629b968ee30356478de569c04c678b9567c8037,FOUND
VULAS-M,CVE-2015-5174,https://github.com/apache/tomcat80,2fc9d03ffbc3fe7eabfd272380807ac0ddcf748d,apache,tomcat80,53cdc8d6752584b54159fe8a48aaf1a8ef7155e2,6b1f3d00001a007aff23909af40dd7dd555a4653,cf32b41d6fa8cbd460f8c9fe30571854479cafbb,FOUND
VULAS-M,CVE-2015-5175,https://github.com/apache/cxf-fediz,f65c961ea31e3c1851daba8e7e49fc37bbf77b19,apache,cxf-fediz,f49716338c3cb6564878ff25ec876e66240d3883,44d2eaaf7921194ce4d5e1a8785f8b1dd2ff1d4e,1d373a02cceff82ed1bfa5c09df7944928aaef52,FOUND
VULAS-M,CVE-2015-5204,https://github.com/apache/cordova-plugin-file-transfer,8fcdb1aa3deb892691b44bdf57e8d780da09e2a4,apache,cordova-plugin-file-transfer,cebdae3a402b595c280c722e7f851993f6d5b2c5,2b86a85c749a476d0998bb0caff6859c160cb92b,49c57d27b38df9e11e53c4bc11495d9f6a13852e,FOUND
VULAS-M,CVE-2015-5254,https://github.com/apache/activemq,d7a3b9406b8496c3f1508bebf3c7ff5367374b90,apache,activemq,e8a0d042d8897cffd904697ac8febae7824ddc18,002ef968674488d93522c558d6eb64810c669ad6,67a7d30b4702647a8b51758e61aa628618f42fa9,FOUND
VULAS-M,CVE-2015-5262,https://github.com/apache/httpcomponents-client,d954cd287dfcdad8f153e61181e20d253175ca8c,apache,httpcomponents-client,a7defd94e57fc9a0b537fc4dab3bd7b0c1128df1,9368c5f5c830e3c57c8a0e4f2183b4165f0fe056,2155361d3b95355fa6ebaf3665a767ba46320538,FOUND
VULAS-M,CVE-2015-5345,https://github.com/apache/tomcat,7288bc70a14edcfeff0a96e333a858be374cfc64,apache,tomcat,74b3895d23b2010382880eea081ac353e8d6b01e,9446b3d3ff6ffb26caee17781b415bb92312e672,6bbb4e62b9882a3eabeafeb09e881c1d446f9c53,FOUND
VULAS-M,CVE-2015-5346,https://github.com/apache/tomcat80,04164c1f01b973e548d95511d417f414ca723cb8,apache,tomcat,6fcc354e728d4bade39d5f180e592b784340e1ec,8ca6a4b65f477c192720e01e873aa9c413ede7a8,66bf8d3654260c5d6c2da93b03ac7d0091e51021,FOUND
VULAS-M,CVE-2015-7559,https://github.com/apache/activemq,338a74dfa42a7b19d39adecacfa5f626a050e807,apache,activemq,c1157fe1f007ee2344a7f0badefa0794c98817cd,a2720c46530a4e82907888bb0c33c2e41c6565e4,1241e4120a5f4af58be2952a6ec985dcd8ac11c3,FOUND
VULAS-M,CVE-2016-0714,https://github.com/apache/tomcat,f626da75fd59da82b14dee7b8cc46ad51eefdbe5,apache,tomcat,b40f6d6c235266ca65a110519d043f57ffb83a6f,18dfed7fe69fe4ae0ed9e8ef6dd2b87f761a7439,3caeba395afad42c82688e24c4b3cf91528b965d,FOUND
VULAS-M,CVE-2016-0734,https://github.com/apache/activemq,24ad36778534c5ac888f880837075449169578ad,apache,activemq,b595b8bc12cf58314fb131128184fec92e7d2509,c65a66fe3e7fe82db0b29f0b679cef6bc0765dde,e57b6462619166d849348220ec155969ac120c75,FOUND
VULAS-M,CVE-2016-0762,https://github.com/apache/tomcat,86b2e436099cb48f30dad950175c5beeeb763756,apache,tomcat,f603f2f4595073f9490e01699d2083112a7c09a7,544ee5a51db8ba5350301ea289914a005f4f7c45,4ca93539776809989c98f8cf8aad239385014480,FOUND
VULAS-M,CVE-2016-0763,https://github.com/apache/tomcat,76ebc9007567c8326217dd94844540e1e27d8468,apache,tomcat,0a6502c6b1d889fd69aa389eedb34215f593e58e,c76e342c3bb04285adb0f561b6ad73d8d3ca09a0,906f56b0fa75d1c2f17c53251ef88dbc2bfa107b,FOUND
VULAS-M,CVE-2016-3092,https://github.com/apache/tomcat,2c3553f3681baf775c50bb0b49ea61cb44ea914f,apache,tomcat,250eb500207a921c204b3cf641c2aba7a1bba69e,995ef1bdf4c25e5873bc4c79e9d22e88db08f8a0,2d84ce61f35c8b8747f2271407b40fc2b0244908,FOUND
VULAS-M,CVE-2016-4003,https://github.com/apache/struts,a89bbe22cd2461748d595a89a254de888a415e6c,apache,struts,460faa33d8e87b8adcfd81cc69299553c719f23a,72471d7075681bea52046645ad7aa34e9c53751e,460faa33d8e87b8adcfd81cc69299553c719f23a,FOUND
