owner,project,sha,sha-p,main(sha),main(sha-p),main(diff)
WordPress,WordPress,5ebbe4bad2cc8125b1206c5ec205ee6d7c8bb1cd,013d15ebd41981e433121014675d744e63bfe29d,-60850.65466102698,-66758.08069619133,5907.426035164353
php,php-src,ac1452b21fb03dd8233b52a81dfc1006ca4f1852,e41f600365fe9f27727a62a850a4d55416ae856f,-3957897.081870167,-4799254.946656593,841357.8647864261
curl,curl,8191800a0c8ff7b262535cbf1311d93ada2ee0c4,9273096a8ab7e31921550b9f7b08eb2b32dcc35e,-49543.07606569849,-16382.910770972661,-33160.16529472583
MISP,MISP,18d730d79a89b4fdcd3d3efd5efa95d5ef162dd6,a380458d2e9072c1f5affa52ad259b38108e3ca6,-20495.739414331154,-7378.810679195292,-13116.928735135862
rubinius,rubinius,f600fe710e1c55f551cb750ce956ec43150f9f93,cbc12aae34e9d2e1dc6dd5888450f871962b2683,error,error,error
phpmyadmin,phpmyadmin,711b462deaf601b9da383fa8805d4c8c911c3e3e,b99b6b6672ff2419f05b05740c80c7a23c1da994,-67946.73285776569,-286620.2668618121,218673.5340040464
forkcms,forkcms,32d453e61e362261442c524d1719be94f82688a1,873d13845ac7a93ac7b5f7e0fa346bc68669470a,15432.149386209954,12399.323436880932,3032.8259493290225
curl,curl,0b898b5a8a1998a529bcab8808540a741dcc7ef7,add37cc49f241212bc29d19f9f80700458df6794,-20770.377594957685,-48040.8906769459,27270.513081988214
openssl,openssl,38a322a5f29ae0b4a9bd42233310835487d875ac,bf52165bda53524a267c784696bd074111a2f178,-117548.57498755387,-1813056.4461674835,1695507.8711799295
mantisbt,mantisbt,b69fe75780ed7b1bc390a507ee8a735b09094935,2d541e9897d7629762fbc43f1bf42463458da033,-59995.48416456461,-43242.80059618755,-16752.683568377055
phpmyadmin,phpmyadmin,c507a602900eb726be300fbc060badf1c972920c,1daa32fb97b90fd1bf233cae9ed249e37fa175c4,-67496.50400401371,-422459.398445409,354962.8944413953
josh,rails,53a90436cff23380f64c9c4fbad74d4e240b60c2,f838caf350c3405ebdf10a6c6171adfa0a840905,11706.863165555316,18570.224502604313,-6863.361337048997
josh,rails,b225693a0d86f2e33c66049a69e5148e5c93b7cd,887870f20c347179aef0545ee2019c02ed9f74d1,16756.92479264627,7747.825164057285,9009.099628588985
mantisbt,mantisbt,8663867b27e337970be3a1c3e670f5f3214e3377,66c142dc3b652cdb07d61f2edbf3a798234ef48a,-64062.16299916598,-53245.90724551439,-10816.255753651589
AFNetworking,AFNetworking,e6d975619ec67d9b9d16980f6c73a227cdd8d6f3,49186d9a3032dc02da1d0cc445cbf69b0cfb001b,1322.386455457876,833.462567278507,488.9238881793691
rubinius,rubinius,e1fe9f57c942460338a18e38f66fbf6feb69b4bc,2d6017b6107a7017a434d945a4acdf0caadc1544,error,error,error
BradLarson,GPUImage,c4795d05754e0a3428b3dd14a485cd6519c01c4b,6d00ebb32f6dd4ede5c65f76ad3157fd3e57c408,-5325.154607082617,-3934.4500516097883,-1390.7045554728288
php,php-src,9be8c2ba3c12d588269f62da661a6ecade1271b6,bb16e23891bc8b464dd42a809fea6547566f13e9,-3747150.6447376087,-9625.641186385885,-3737525.003551223
curl,curl,0e98f938c4ade20ff376ade9a7e4239e857f6878,1d28efb9d1759bcbc81d28e462c2e3a5d60a17e4,-37261.44517076498,-41211.45919299159,3950.0140222266127
splitbrain,dokuwiki,2f7c97b3eb50c5e0e5e28eeae6b4a7159da9dce3,89b96b7aa04a458fb2f69fd61be8cc7ddf033538,-6583.319938797671,-11219.868774178314,4636.548835380643
mantisbt,mantisbt,14a00b723578f424d49ce7eedbfcccead41256ee,61ef10767ea37c5f278aaf34d4ee39be0bfb7b09,-78962.36797838574,-45985.38810064122,-32976.97987774452
nextcloud,server,bc2862fcb947ac65c80b5d49ea8f2c2271eb8021,3c182bdb351cd0f7938c9f9f022b44b4e530664d,4837.502221752193,-12187.622732751493,17025.124954503684
php,php-src,03b116017375bcb102be4aa2282c05ad004b6c66,9061bf39bd0b5e9a554200e2d2f67e15e2d5729c,-1234297.7570372506,-10604.313642761921,-1223693.4433944887
postgres,postgres,6a9b93a0e1ba3ea068045b5cae2495f9a322c4fb,f0f137599ae5af43f15363f921744bd3c2361966,-1628535.9336774293,-1195520.3205088263,-433015.61316860304
twitter,finagle,edfece30ace6b63ef2f4842828295b85c9484f63,c80cccfc575494275cfb9d9fbb6a6800b1e7409d,error,error,error
realm,realm-cocoa,ff5b91ac6310e3792842181c24b6763fb32ba982,210dcc41d0487e5bb86a159d23e048e802a1997c,-1526.6052716960944,-3833.716615805175,2307.1113441090806
edx,edx-platform,a2fc4bd216cb75bfd78357088942907502589839,ab482277bea6d77b99ce9cd1cdb9061a94ddb89f,33101.64014527741,12288.336492893648,20813.303652383758
grails,grails-core,b13496263128786a9b7e1195aa3907e085e947e6,c16c4cdbb881a388237b709061e323a90ec75f34,18302.36685761514,17552.419052122994,749.9478054921456
openssl,openssl,959f67d6a4908639adbe52ca28bc365bdff8c2b7,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,-85927.08040503004,-1757293.7955062499,1671366.71510122
vanilla,vanilla,b6fce7498a6589ed9a50413659fbb3ab348c3921,2e25c61a94796f5805a7eafbbc3660557db74839,error,error,error
nextcloud,server,b318b9cf17a1225e0b43f659ea279b54fd61bf07,d5566d026745da8fbfc6648184b5b7890956faf9,28732.923459555124,-12713.243301067432,41446.16676062255
libretro,RetroArch,b70d6292ffce37f8356099f9155bdf06600f81af,669599cfd7c2d316e9086d31e1ccaab5b5964adb,-45561.28918617611,-1979196.7349278524,1933635.4457416763
osTicket,osTicket,158388e9625c87cc7d869beecc26a1e04a087869,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,-23997.725997908427,-13410.450153169164,-10587.275844739263
nextcloud,server,d1db727d1fba96dac59b42a62c49c32091216ef2,b0420ee8bec3146273e633b179f7e10423849434,26784.396914793833,-12151.755791059055,38936.15270585289
cakephp,cakephp,4621d59e023b6d377784a5257bab61fe4d2d70be,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,24801.796540612602,21738.572725263246,3063.2238153493563
nextcloud,server,76fa7bab63190ac363222f7e3653ca04e14dab65,c2e2c59ca7aa873bd07de04ea701a8b351383aec,10615.912137474115,11359.030826481627,-743.1186890075114
josh,rails,c22a253d1a72602331db1eba3e91bc945eff2346,de0ed534f6055c365d05c685582edeceef1eafa6,18354.807573506856,7775.442788406065,10579.364785100792
openssl,openssl,45b71abe7034c8985e1f932d88b4b1239bb27371,d5234c7b3a4ebcd6dcc31a042838d90a27b57c82,-1751452.5509629038,-118085.13300808384,-1633367.41795482
openssl,openssl,d3a73875e2e420333aab98acf9d06841447fdebc,11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,-89908.74539505433,-1879646.8351649041,1789738.0897698498
mantisbt,mantisbt,8802637f51909e011b08057a5911090be1f09a77,120e3809b394d0ad6b65eb5a1009c5dc4b157ceb,-82280.44925242724,-23775.633262415355,-58504.81599001188
owncloud,core,4b1896712901ee0c4e71a25c8e1dd3dc18d63c46,d96e962fc1f5df7efec5266d34735ebcdc20b056,15471.54589374118,-12307.246583803839,27778.79247754502
php,php-src,896c0e0690e9fa46a4b0facdb8b37c7ff1b52513,ae74549239f80ef40e978942b71c08a7e8a09a23,-3641766.0986807384,-3922374.1335981837,280608.0349174454
joomla,joomla-cms,1eb75ac58dce117a3e7da86ff83459cc6b211ba2,2c968f0082f70e9597679a4359c5b26f391b3ac2,-28312.76518948935,-26819.2870478121,-1493.4781416772494
openssl,openssl,44f19af7434cdb996f1ce11789150baa07db27e6,f2e8488b8521e133f4f6da8dba635c57d1387990,-2104229.616000299,-739467.147709774,-1364762.468290525
owncloud,core,a82d18d2f8e13edab296daaf2bda917381e78810,2f3c0a6d804609aa908b8e938943e3ab8679b0a9,4073.06130376871,-6904.755347731756,10977.816651500467
josh,rails,64937891c71b56b3616e0f6cec01bb5d44463958,66dee26930048a0134f339d20d237a32ced2770d,5620.638034918895,13753.420008773945,-8132.78197385505
joomla,joomla-cms,a4a12486b16899acf0e61ba7f7ec0e770457e0fa,f5bf6fbc15b4f2e1c30e2bf2d6eadfbaf654aff0,-22612.871329880196,-22444.66423039049,-168.20709948970762
dlitz,pycrypto,d0371286ed32131e809e859c6d6d8a5e58db9924,373ea760f21701b162e8c4912a66928ee30d401a,2276.8677953363385,5065.197270906287,-2788.329475569948
cakephp,cakephp,9402f0ab79307946c0eabee63d0c19a46d6dbf60,7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,-4583.581675904359,22385.899863614497,-26969.481539518856
mantisbt,mantisbt,b0a36575a6c404947707fc9f73031f963472e28a,b8dc99376f4b0dde8e8c210086df5809061d01ed,519.3707396146281,-82576.60678480766,83095.9775244223
openssl,openssl,5e428e7d0d53522e82a1eb6e418de8b7138e4cda,34e3edbf3a10953cb407288101fd56a629af22f9,-180867.32666253,-1808535.618400289,1627668.291737759
PrestaShop,PrestaShop,b7130f512c84c040c693b0bb4a26963d7a47e55e,ab2af6ff20716afccb4e828c9c151b56d2d3f6eb,-580872.9329841947,-1474544.5929614264,893671.6599772316
pfsense,pfsense,2d0177a4c9ed94d4b4f90ecf855fe12de74553b8,f17f9f2891b459e3f119ced5857469b96c57dde9,-50225.84281522974,-96572.78722162054,46346.9444063908
torvalds,linux,35c11777b906042eca9e6f1c03e464726c7faa07,67296874eb1cc80317bf2a8fba22b494e21eb29b,error,error,error
curl,curl,6bec14f38e4601977b8908c626ba7bc148764580,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,-66554.51779038201,-23110.04427273213,-43444.47351764988
openssl,openssl,c20a76f695922f409c316399f7290530f7728f19,500b5a181df0e8e442e4cbf954213ff886b29df3,-2340822.4232872818,-236957.9605454681,-2103864.4627418136
phpmyadmin,phpmyadmin,ba346c27318358cc9b28214a29095d0268e78549,dba2af651a53d5037296a1dc827081a94ef1062c,-420533.56089411065,-466689.870003597,46156.30910948635
rubinius,rubinius,c2fef06437b428fd79630a650dc29d264a536adc,3e134f200b26f68d6295dd809baee5e609065fd4,-1299532.657047314,-2473589.9206211525,1174057.2635738384
php,php-src,114b526649eef7b024179132176e7d36a3526f58,c2773ea02f94f4efa0be33f510088e8395caba1f,-5245782.270052868,-4829678.684253341,-416103.58579952735
phpmyadmin,phpmyadmin,c84b7789c9d0d120c74473bf173189cf43487fdb,4b133e277f1e7116ff30b2d0000019d1d58749d8,-63676.11362392861,-64611.85554265512,935.7419187265041
josh,rails,0b2e0528df36bcef4aca62b86f55e1ea85604cd8,1911f8eee928915f1020753a4a3ba34c81131a66,18186.654070009095,4605.110080594016,13581.54398941508
cakephp,cakephp,6ea4e739a8e933d2e641888557e158a652e545c0,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,26757.583629642362,-2979.0083242738956,29736.591953916257
moodle,moodle,eb610eb90d1794a49d1c3c6440c9454e71d6ebd9,e6c2edbf7c1b5c247330a7ba430b1912a980ecc7,error,error,error
forkcms,forkcms,94c2b22444e442fdc257ed0b73616d9d3b7bb64c,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,-7702.303395194391,-495.6315460667103,-7206.671849127681
postgres,postgres,00b1827ae179fb36edaefc3d16775b9a1e65aad1,b3eb4ea5d8c35ba9ec890b0f51d04c0b62d53a03,-2572820.538620403,-1767678.3957747694,-805142.1428456337
php,php-src,3d057850544114d5d4b993381aa79495e1b3a48e,0e51f9798c6cea1b155cb18342a43c54be55a1fd,-4785361.98514407,-4801258.302970814,15896.317826743238
pfsense,pfsense,075b213831717d3ea719a7be1bf6485f6c493223,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,-19755.109603637844,-96610.75706770446,76855.64746406661
dlitz,pycrypto,2cd83df118feb1c6b375c94d53503ec338289c48,f49fd0e1b57071e52200806d095679753fe36e17,1066.5648282997965,5338.13060345466,-4271.565775154863
Graylog2,graylog2-server,859abf67f43061dc52a18923d1fc0e6a1f0a88b8,0a038a4dad382499e0b8b5694d7d2d8c5635cef6,5398.87686462787,-1907.4888388134455,7306.365703441315
openssl,openssl,c6fdd7dc2631d04743a58fc11aaeaf8b57fb5601,a449b47c7d8e20efc8cc524ed695a060b11ef889,-57646.91160044242,-1794063.2469179125,1736416.3353174701
laravel,framework,9ce806116c9f59d320cd73edf858bfdd53789c5e,b9f072942bc2f98da3018fa3c3bceeb87288b442,30602.57343244627,21958.64860284049,8643.924829605778
google,google-authenticator,6e1f4f64dc061a1fcb2c68815acd6367b69efa3d,a096a628455a05c5ff3b651e6aeb1dad9a646742,3327.267877769627,3326.569932621911,0.6979451477159273
pfsense,pfsense,7b4b0ad38eb0e3f00c7b1c8f9939a6c53d4d2df2,d09ff9ef322608ea8c496121faccd3d778e71e25,-122723.08301535234,-143902.54440938422,21179.46139403188
josh,rails,d16c5cc99b4ac5a5517b643aabb3b31bf0f0f1b6,4965b1b96163aa7bbc5f14d237683a12300e0798,12271.470740523051,7952.843156870936,4318.627583652115
php,php-src,c93d64375d337aaf992469b4aeeb616dd8ba73fe,d9d74d37ac2de7267b3c9904bb6e77c231f4973a,-1474848.4665820983,-4729477.061858958,3254628.5952768596
jspahrsummers,libextobjc,02305659fb9cc464fffda5f2d977e21cbac6a07e,32f82592642b2b7086c4c94231678f7411897e71,error,error,error
torvalds,linux,3ccf79f4570acacfefc51772e8f9207895b35ad7,2b51cb033bb7d961fec771c3a09ed71da2d31861,error,error,error
WordPress,WordPress,751ce362dbfd40a3eb49a225710e4eeae074ab19,f52618027882684bff690b9428e4d3077075a900,-65128.464848474236,-20237.17668396527,-44891.288164508966
apache,cassandra,c5b02422e00aa0015d9dc399bf5ec71555b38a56,52430b93e502dd44f6f0e1bf097ccaaa45e74fd5,11329.112955909864,-59946.85809434169,71275.97105025155
owncloud,core,3d49631b8d6a7cee9e4c9d4aedadf44304426fdb,bd804b74c46ed6779bf82a506711b48644a197f4,8184.020369694948,2756.074158668788,5427.94621102616
josh,rails,98fe2ac902baf056c848b1cbd82cfb18ead53cf6,e167a54785e319c526b638d591eaca0c4da93a54,17434.108761016523,17787.071859753218,-352.9630987366945
josh,rails,387e16afa905eff2943a94d08a471d402404eb78,e4479b2f1bc54edf155408d51dd3236955150ce1,13222.06460827706,13751.7337944918,-529.66918621474
BradLarson,GPUImage,a1ea5c26f3514bb7c4f976e4d26d2177dff88704,ae6337068d981d7c89e69668b73e5202a1ec58f4,-6388.271055363721,-6398.218710822497,9.947655458776353
openssl,openssl,a398f821fa98b9923a426cf45b268cf4d56c89bd,37529928faa8456e85a9c5ad9255517da8dd0c61,-1584648.9688082305,-1749796.9891369403,165148.02032870986
mantisbt,mantisbt,851aa1c3419e9885d1dada35b2c3a041782e181f,141cbe6e866797b102313ef0aa8f46896871ab9d,-52684.395844293715,-77030.02094264599,24345.625098352277
phpmyadmin,phpmyadmin,da7e232b23d4110116cf9636e0e35800e6a211f0,e9e3998949adbacf82b90e9d2061bf56e609a373,-122406.14212809523,-287026.3418037027,164620.19967560747
curl,curl,2646af106b04480fa5b063625deb5feb25c8df65,9756d1da7637d1913b7ca2b589e4635f32ed3e00,-21222.209278218306,-59062.364514710396,37840.15523649209
MPOS,php-mpos,16636f6a39066d807ec02ddcd98464bbcd4aa8a1,5d8fecfd812bd74c320919b2e3dfd25421c17dc8,-15510.882712048766,-4465.907913433332,-11044.974798615433
vanilla,vanilla,056879466fe8c871a604ac2d77dbd5840c05974a,920486d61221779f4010f39657a91ab3825b4d36,error,error,error
rs,SDWebImage,1ec36c7c9902c793d5608f2595e7aaa0c8e6889f,0b47342b2f9f5d7eaabf7a6874feb32604dd0f91,error,error,error
torvalds,linux,0ca5fa3a6bf8c3d4c89f5194578cb10639bc97b4,46cc1e5fce46e71f27e542125e045827a6bb776e,error,error,error
openssl,openssl,378db52bb0177ae03cac3c3ba194bb6dec34a2d7,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,-2113799.737459593,-1880125.0884611662,-233674.64899842674
mantisbt,mantisbt,af784760dd1b345ede110be7d474d18843949c3a,a6a3a136bd05df52f1ea4dd906230ac9ae9d9cad,-75255.36262389985,-52586.206986087425,-22669.15563781243
mantisbt,mantisbt,cb5007daad25bc604b8c53234e34eb1a6c5afd92,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,-82172.50144882355,-52553.66828293208,-29618.83316589147
nextcloud,server,57122e8d89ac7ecfc888f11454956625502cc342,56c6e6a334caf690184c84bae290ea596f53c3de,-90021.14037766079,1132.9446200156094,-91154.0849976764
apache,cassandra,781b248f3123cb7e61d898803752609fc7d14537,4d637f1f1b62593e0c52e49966e3f286bf65c3e9,-3456.2958677600072,-5438.43709769389,1982.1412299338826
postgres,postgres,3143220b15af73572e8b36056c1f101100cdeb0e,47f14e7ddf4a1e139ca1a05e673be4f1d3c1dc06,-70687.9187132521,-1014481.1464505115,943793.2277372595
Graylog2,graylog2-server,64da22c6e16b67403963a8c0fa20cc5f76330af8,5706650605adfd6c25c43b69056eb32f2a7730d1,5350.829683886313,1977.8998157776043,3372.9298681087093
MISP,MISP,056dea9f80dee6933b042aca138b1b1bf3622673,9b67e5ecdb967c1c5e8a45435d141e57357b1633,-18418.983809993886,-6435.946839691294,-11983.036970302592
josh,rails,41f7d07da3de09862f6308889a43f2f894320c0e,26238ac1731208949312f4f91d75011a2da30d49,17900.955645630023,8135.730062752513,9765.22558287751
PHP-DI,PHP-DI,8e8a4385b1fbb940c3a2985a636c0b41a8e5f2b8,b25b80079f09f0ae8d4f44d2502ac85008976b34,1013.4551667685786,944.5685615382464,68.88660523033218
google,google-authenticator,3b657d609497132c61352bdd502e26830e7f0589,a096a628455a05c5ff3b651e6aeb1dad9a646742,3327.267877769627,3326.569932621911,0.6979451477159273
vanilla,vanilla,83eb75112e24d40bd6e445d621b265fcf82685ac,90a24d801c4ba4c27da2312fe6efa5abb32afb1d,error,error,error
mongodb,mongo-php-driver-legacy,7540465ac6d5f217c9e3702f6499802533cc38a3,1d8402446acf5a00f7fb72de884de12b4458c68a,-5218.804599560672,-726.6987359874753,-4492.105863573196
josh,rails,097c0d61660aeee598900b1e748332f24eaec68e,76797b443929005f43512a147e97f02f3145ed81,6640.856905846741,7459.492715109726,-818.6358092629853
moodle,moodle,90d3960c6d4fde7c5c9c66eba3720965a13bb09f,b7315f3502fff5b7caf62d57e7846114e69ae102,error,error,error
moodle,moodle,48c3e9959958cad7befc9215f7f2a87638a1fdc6,da4c33f510aabc0d7443c29a7c097cfd54b6c4a4,error,error,error
phpmyadmin,phpmyadmin,a55100e4fedc8571e763c9e14b22d0babd6bcac3,2d56821c0f1337ae3fec7e845a396e2b0448fdeb,-276166.9247687267,-61865.832778603115,-214301.09199012356
joomla,joomla-cms,ff262c0debb51d25e796c3ee51179eaf25445591,9c33979356e300c02842dc7a71f4294814b4edb7,-1197632.2470217096,-22418.73529970106,-1175213.5117220085
josh,rails,2a10a1efed4a6bc7db120d545a58d2f9ba28151a,db8b636e50ee8a138f48117e8e8ad057cc7527a4,17244.61953810623,16829.419435519176,415.2001025870559
pfsense,pfsense,e3b43e67f6be2e6a80fb580a66a277a7effd8c8b,bef1056048aa2e0839fd5839e83da154f06c8c2c,-19634.816937466152,-143914.86986975564,124280.05293228949
cakephp,cakephp,730a80f3e93d4e5d1fb312f1ec1d4f27e5439e41,ae3d082dd6e29607518e557590ae74b7d525ff60,17743.587710597927,-3478.762586346463,21222.35029694439
php,php-src,ac275f9e31379b058050a0139ec9b4dea8ea0013,8de8636a2b6dc331486284f1f037259bb7347768,-4731048.116069058,-5046912.466129476,315864.35006041825
php,php-src,d0d7badfb907b044367cb530b4f13a5c3d2360f0,f7d7befae8bcc2db0093f8adaa9f72eeb7ad891e,-1843716.4146699596,-4294768.29129346,2451051.8766235
MISP,MISP,a2ba0083852ed5159311172538ce2a95440733cf,9cd1b0469d872a48afff17f5b2bfb9a6ad0ef8ee,-17708.71901362798,-44421.45997009253,26712.740956464553
php,php-src,d6e7b4fefa287a5f37319cfe2e9ee3e57ffe7c9c,efe519c1945a3ed0ae93c8466e02fec2a6997b09,-65225.23319524646,-4148239.501217283,4083014.268022036
php,php-src,ef59df70a4bb78c1b1da51e5df68c4e9cbade5af,ff10dceff87f4c94c55e6bc2e962f4bb3d66feb4,-3560880.10850028,-4833174.260280591,1272294.1517803115
realm,realm-cocoa,cfee67570a5a623d90c3b7a0ff5ca24bfef4bfa6,0a4d63499a7a99e8c135c713b96cea851119e978,-2449.799132214293,-3328.821071687254,879.0219394729611
slimphp,Slim,9c2ff0765e6d80a845cbd32344965fa18269ccaa,1a30b092861d391e6822cfc999b2913d9064a0a6,935.6520828342068,1233.0397281215717,-297.3876452873649
curl,curl,439891cb9fd4e5a34038fe29a13268d1d408869e,97857de80eea0b3028036c6796c2f485f4caf7d9,-37603.342355380344,-50217.93158163029,12614.589226249947
torvalds,linux,7d6b6d83139d0eab087645edc8c3f6b4b3cef34d,89fd2e282ad510f801c1f44a660086f9d5bdf088,error,error,error
ci-bonfire,Bonfire,fffe90a9097cf34a630f1738731002f05719cad2,2a0115a93c5368ec5d1cc5bb35e08f4988373b7a,-7538.056672699514,-4654.318740918396,-2883.7379317811183
php,php-src,5626bcabf29d8070840c0dc43b5a4cc18c5853ce,8b14d3052ffcffa17d6e2be652f20e18f8f562ad,-3732692.117906962,-3914125.3109998703,181433.19309290824
php,php-src,1e93bb16e4bded081b1ba723de954f34e53e7165,bcd64a9bdd8afcf7f91a12e700d12d12eedc136b,-3440859.321240548,-4833234.843517757,1392375.522277209
openstack,nova,519c885a4e3622417cd78655a211a2f23033d610,937e8fae0237aed835ab2a55b4d4f0885a04f1d5,error,error,error
phpmyadmin,phpmyadmin,d28c1d37553bd9291d60e1d44cd6a6559d4dd594,8f8584bf2ed112fc85b1fd7ebfa0f6cfd74927ad,-66721.90095376654,-95191.22085857329,28469.319904806747
curl,curl,2336d010ef98220e676f545e7a712b40e33dac86,14b77db1b97bb382ec97535666813dea26594bd0,-27188.9394257256,-47840.67882513761,20651.739399412014
phpmyadmin,phpmyadmin,a4d1254c3a0809fd2a2798598dd37e836cc0e6ec,ffa720d90a79c1f33cf4c5a33403d09a67b42a66,150.0308920498328,-66499.61409509035,66649.64498714019
joomla,joomla-cms,db04ec0ac60a6942fc4f5e0c09c109c287c512dc,2c968f0082f70e9597679a4359c5b26f391b3ac2,-42743.72034266985,-26819.2870478121,-15924.433294857747
Netflix,SimianArmy,21afb33ef08fe96e7a4c347429f60f92bce37109,0100228e3e1c85d9490d735f89077cb01418e1a3,4147.80273600416,4148.942900643586,-1.1401646394260752
jersey,jersey,ddc618bb887cab999b3d5f12ef9089f6890f7d97,b825ebd4f2e2670049f94d3aeecb364c92cfdf19,14117.360388867968,14008.207603243693,109.15278562427557
AFNetworking,AFNetworking,4ca1553f2b545a57cf598fb462b97f02b7d058e5,92006270b12ed6778095afc9d8bae9b54210df18,1811.663856518789,1107.2827316437488,704.3811248750403
nextcloud,server,e431ba5ce8b9c340ba123a221342d0b1398e2b69,7cdf6402ff9a0e07866ca8bcfcffd0e0897b646a,10635.626216499697,53448.53992986624,-42812.91371336654
yigit,android-priority-jobqueue,a6c51852662eed521141f5f9e5d26d18e711a92b,16fa174851836f3c30bae9c60db32f73157308c8,1441.0907907034384,1196.2104084814146,244.88038222202385
cakephp,cakephp,673638a36221627943346bf14909e0f50d18daab,2109e03c30c42988e4623317d7d756040dd48bc6,14829.922484667524,20163.63614658597,-5333.713661918446
joomla,joomla-cms,3a419c3a46eb12181104b7bc2309816762b3a48a,73166721680177bb3d63eeeed973f47895a68af4,-25896.561222622826,-26819.2870478121,922.7258251892745
joomla,joomla-cms,dd9966ca0ea5119b68125180088a0e10332968df,8ccbf0ab98b35e2c8289f1240fff52f7a1ad3957,-34957.84976840209,-26562.469622851135,-8395.380145550957
torvalds,linux,13be31f95892146529edccb98231b166802dd1d0,9f0df936b1b93a7fab5b9ed73009f43369c121ea,error,error,error
frappe,erpnext,fea93577417e46e7726ef2b8be4be3e63c4ffe4c,eb7fea673bb147677a15eb5da3351fa1576f006e,23136.748513001752,17630.29392987913,5506.4545831226205
vanilla,vanilla,66a75727dc3d364e070a19ffa01e43166095f7b4,cd4320c21692c2a9d82c4241ef97733313505d12,error,error,error
MPOS,php-mpos,4b181201e48848108bd25f02be856aa7f4e62a67,8fbad03457cc1e0691b816f163b71e8c6d29f13a,-15634.63061311191,-15306.45808532488,-328.17252778703005
php,php-src,06a03bbfa60bedb3f30bb2908449fc30d54f848e,6a9d9cf2724df4b00c63c206689b0bd60d334388,-4370422.871885289,-5155915.7284479635,785492.856562674
mantisbt,mantisbt,2761f8d8e47a736156b820d529101ac71fe0a5f3,2e841fb3d4fbf9e1a908a301823f5911108592e3,-82184.77941078185,-4324.041824504909,-77860.73758627694
openssl,openssl,91b60e2ab4e0ebeaf7690a2a329e88658a6ad30b,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,-111587.49065485944,-1848316.6434212201,1736729.1527663607
mantisbt,mantisbt,72ab020a42a35fd341e983a25849f8277bb34044,e8ff7b99d6830bdc78aa13959fa6355ca298c0f8,-47988.112485297315,-45946.91958112758,-2041.1929041697367
cakephp,cakephp,cab9961f81a2a17b04e0dd99c1854dd2d8f48915,613aa19d945a508c2aaae6470fe90c87806445e5,30039.786192816737,253.11803738753855,29786.668155429197
mantisbt,mantisbt,2dfb20825f2892992c62a6f10987c06bba115446,184a0f4a06e9941cc126cfacf0774badf2255a88,-52633.131793802735,-82124.54540588999,29491.413612087257
libretro,RetroArch,19e6a099c1247c81248f38bf8ab16c33479b84c3,48b8c78de20ad0e1ab115014c3bb823bf6a9703f,-36405.1375296173,-9578.183844220948,-26826.95368539635
nextcloud,server,68dc6a306ea99fbd62c9ab3ef645f513d8873983,2b228fba3463722ad19ea6ccd150b96772508791,-989076.7665516664,-11917.175306984496,-977159.591244682
curl,curl,e9f63bf4e84dfdc22b6fb0469747b9067b90943b,ae7d6b715448101caf99ea3555c7b7448711676e,-15587.612309034046,-61095.73021775369,45508.11790871964
pfsense,pfsense,14b1279d76bf9a54e9c809a838f955539054713a,c3936caf80b590f65bba7829db53bc0da4ef6a67,-119271.3235259198,-143910.173023628,24638.849497708215
curl,curl,7d74e025192956901495c0dcb56ee42d72ae8186,46c92c0b806da041d7a5c6fb64dbcdc474d99b31,-38546.4878469346,-29634.164938814025,-8912.322908120575
php,php-src,8c49132266a337e0911d790ec8bbf3631df7bceb,de73bd0123139aaf893a45bbdf6848308e9dd1d7,-5278.391512721689,-47082.9173134818,41804.52580076011
joomla,joomla-cms,05016ec7d3f450b5aef3681927c2131dc15611c2,fca1c962be8966ae3b21132d8e11a74ae8631baa,-1265428.085519864,-31937.960905674176,-1233490.1246141898
splitbrain,dokuwiki,702eb8985f33ca5781d2da5cedd9d6a4b9c6a030,10ffc9dd6a89562ef502baa21f968cf269fe21b0,-1787.2702778163764,-4474.886213899322,2687.615936082945
curl,curl,6fe619be7a5e6c04b8f558f07de48ecffcb21c64,ee7669ba3adeec052d999d9b415bb34caaa1e94b,-49451.34937174235,-48121.75324254448,-1329.5961291978674
openssl,openssl,710069c19ee1795dfd614a4ba683d07e1b8e6f81,a7c682fb6f692c9a3868777a7ff305784714c131,-409875.8477761305,-1852833.6875566128,1442957.8397804822
php,php-src,616bf6601c51b2c590ef76b264818e335370177e,1db171deb8d99dcf9cb453886816338374b32653,-14867.05450804579,-37967.08532937074,23100.030821324952
josh,rails,76af2818a6b729955ad799b5346da7ed115440ea,3dea8b580b9c67bb27c01290fb3b17f446544b78,13695.571156354848,7902.25023754988,5793.320918804969
